ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Product Form,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score
,simple,YPB-FIT-008,IGF-1LR3 (0.1mg),1,0,visible,Premium lyophilized IGF-1LR3 (0.1mg) for advanced fitness & performance research applications.,Premium lyophilized IGF-1LR3 (0.1mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,100.0,Fitness & Performance,"peptides, research chemicals, fitness and performance, igf-1lr3, 0.1mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,33,Vial,Fitness & Performance,90
,simple,YPB-FIT-009,IGF-1LR3 (1mg),1,0,visible,Premium lyophilized IGF-1LR3 (1mg) for advanced fitness & performance research applications.,Premium lyophilized IGF-1LR3 (1mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, igf-1lr3, 1mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,34,Vial,Fitness & Performance,90
,simple,YPB-FIT-010,IGF-DES (0.1mg),1,0,visible,Premium lyophilized IGF-DES (0.1mg) for advanced fitness & performance research applications.,Premium lyophilized IGF-DES (0.1mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,100.0,Fitness & Performance,"peptides, research chemicals, fitness and performance, igf-des, 0.1mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,35,Vial,Fitness & Performance,90
,simple,YPB-FIT-011,Ipamorelin (10mg),1,0,visible,Premium lyophilized Ipamorelin (10mg) for advanced fitness & performance research applications.,Premium lyophilized Ipamorelin (10mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, 10mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,36,Vial,Fitness & Performance,90
,simple,YPB-FIT-012,Melanotan 2 (10mg),1,0,visible,Premium lyophilized Melanotan 2 (10mg) for advanced fitness & performance research applications.,Premium lyophilized Melanotan 2 (10mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, 10mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,37,Vial,Fitness & Performance,90
,simple,YPB-FIT-013,MK-677 (25mg) x 30 Tablets,1,0,visible,Research-grade MK-677 (25mg) x 30 Tablets in convenient tablet form for fitness & performance studies.,Research-grade MK-677 (25mg) x 30 Tablets in convenient tablet form for fitness & performance studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,186.88,Fitness & Performance,"peptides, research chemicals, fitness and performance, mk-677, 25mg, muscle growth, performance enhancement, athletic research, body composition, oral peptides, tablet form, convenient dosing",,,,,,,,,,,38,Tablet,Fitness & Performance,90
,simple,YPB-FIT-014,MOTS-c (10mg),1,0,visible,Premium lyophilized MOTS-c (10mg) for advanced fitness & performance research applications.,Premium lyophilized MOTS-c (10mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, mots-, 10mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,39,Vial,Fitness & Performance,90
,simple,YPB-FIT-015,AICAR (50mg),1,0,visible,Premium lyophilized AICAR (50mg) for advanced fitness & performance research applications.,Premium lyophilized AICAR (50mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,225.0,Fitness & Performance,"peptides, research chemicals, fitness and performance, aicar, 50mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,40,Vial,Fitness & Performance,90
,simple,YPB-FIT-016,Hexarelin Acetate (5mg),1,0,visible,Premium lyophilized Hexarelin Acetate (5mg) for advanced fitness & performance research applications.,Premium lyophilized Hexarelin Acetate (5mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, 5mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,41,Vial,Fitness & Performance,90
,simple,YPB-FIT-017,Follistatin 344 (1mg),1,0,visible,Premium lyophilized Follistatin 344 (1mg) for advanced fitness & performance research applications.,Premium lyophilized Follistatin 344 (1mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, 1mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,42,Vial,Fitness & Performance,90
,simple,YPB-FIT-018,PEG-MGF (2mg),1,0,visible,Premium lyophilized PEG-MGF (2mg) for advanced fitness & performance research applications.,Premium lyophilized PEG-MGF (2mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, peg-mgf, 2mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,43,Vial,Fitness & Performance,90
,simple,YPB-FIT-019,Sermorelin (5mg),1,0,visible,Premium lyophilized Sermorelin (5mg) for advanced fitness & performance research applications.,Premium lyophilized Sermorelin (5mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, 5mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,44,Vial,Fitness & Performance,90
,simple,YPB-FIT-020,Tesamorelin (5mg),1,0,visible,Premium lyophilized Tesamorelin (5mg) for advanced fitness & performance research applications.,Premium lyophilized Tesamorelin (5mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, 5mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,45,Vial,Fitness & Performance,90
,simple,YPB-FIT-021,GHRP-2 (10mg),1,0,visible,Premium lyophilized GHRP-2 (10mg) for advanced fitness & performance research applications.,Premium lyophilized GHRP-2 (10mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, ghrp-2, 10mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,46,Vial,Fitness & Performance,90
,simple,YPB-FIT-022,MGF (2mg),1,0,visible,Premium lyophilized MGF (2mg) for advanced fitness & performance research applications.,Premium lyophilized MGF (2mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, mgf, 2mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,47,Vial,Fitness & Performance,90
,simple,YPB-FIT-023,Mod GRF 1-29 (5mg),1,0,visible,Premium lyophilized Mod GRF 1-29 (5mg) for advanced fitness & performance research applications.,Premium lyophilized Mod GRF 1-29 (5mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,125,Fitness & Performance,"peptides, research chemicals, fitness and performance, grf 1-29, 5mg, muscle growth, performance enhancement, athletic research, body composition, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,48,Vial,Fitness & Performance,90
,simple,YPB-GH-001,8X Blend L-Carnitine (20mg) / L-Arginine (20mg) / Methionine (25mg) / Inositol (50mg) / Choline (50mg) / B6 (25mg) / B5 (5mg) / B12 (1mg),1,0,visible,Premium lyophilized 8X Blend L-Carnitine (20mg) / L-Arginine (20mg) / Methionine (25mg) / Inositol (50mg) / Choline (50mg) / B6 (25mg) / B5 (5mg) / B12 (1mg) for advanced general health research applications.,Premium lyophilized 8X Blend L-Carnitine (20mg) / L-Arginine (20mg) / Methionine (25mg) / Inositol (50mg) / Choline (50mg) / B6 (25mg) / B5 (5mg) / B12 (1mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,256.5,General Health,"peptides, research chemicals, general health, l-c, l-a, b12, 20mg, 20mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,49,Vial,General Health,90
,simple,YPB-GH-002,ARA-290 (10mg),1,0,visible,Premium lyophilized ARA-290 (10mg) for advanced general health research applications.,Premium lyophilized ARA-290 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, ara-290, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,50,Vial,General Health,90
,simple,YPB-GH-003,B12 (10ml),1,0,visible,Premium lyophilized B12 (10ml) for advanced general health research applications.,Premium lyophilized B12 (10ml) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, b12, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,51,Vial,General Health,90
,simple,YPB-GH-004,FOXO4 (10mg),1,0,visible,Premium lyophilized FOXO4 (10mg) for advanced general health research applications.,Premium lyophilized FOXO4 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, foxo4, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,52,Vial,General Health,90
,simple,YPB-GH-005,GDF-8 (1mg),1,0,visible,Premium lyophilized GDF-8 (1mg) for advanced general health research applications.,Premium lyophilized GDF-8 (1mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, gdf-8, 1mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,53,Vial,General Health,90
,simple,YPB-GH-006,Glutathione (1500mg),1,0,visible,Premium lyophilized Glutathione (1500mg) for advanced general health research applications.,Premium lyophilized Glutathione (1500mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,171.0,General Health,"peptides, research chemicals, general health, 1500mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,54,Vial,General Health,90
,simple,YPB-GH-007,Glutathione (600mg),1,0,visible,Premium lyophilized Glutathione (600mg) for advanced general health research applications.,Premium lyophilized Glutathione (600mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, 600mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,55,Vial,General Health,90
,simple,YPB-GH-008,Ivermectin (12mg) x 60 Tablets,1,0,visible,Research-grade Ivermectin (12mg) x 60 Tablets in convenient tablet form for general health studies.,Research-grade Ivermectin (12mg) x 60 Tablets in convenient tablet form for general health studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,109.25,General Health,"peptides, research chemicals, general health, 12mg, wellness research, cellular health, longevity studies, metabolic health, oral peptides, tablet form, convenient dosing",,,,,,,,,,,56,Tablet,General Health,90
,simple,YPB-GH-009,LYSINE-PROLINE-VALINE (10mg),1,0,visible,Premium lyophilized LYSINE-PROLINE-VALINE (10mg) for advanced general health research applications.,Premium lyophilized LYSINE-PROLINE-VALINE (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, lysine-proline-valine, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,57,Vial,General Health,90
,simple,YPB-GH-010,N-Acetyl Epitalon Amidate (5 mg),1,0,visible,Premium lyophilized N-Acetyl Epitalon Amidate (5 mg) for advanced general health research applications.,Premium lyophilized N-Acetyl Epitalon Amidate (5 mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, n-a, 5mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,58,Vial,General Health,90
,simple,YPB-GH-011,NAD (1000mg),1,0,visible,Premium lyophilized NAD (1000mg) for advanced general health research applications.,Premium lyophilized NAD (1000mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,171.0,General Health,"peptides, research chemicals, general health, nad, 1000mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,59,Vial,General Health,90
,simple,YPB-GH-012,NAD (1000mg) Biofermented (5ml Vial),1,0,visible,Premium lyophilized NAD (1000mg) Biofermented (5ml Vial) for advanced general health research applications.,Premium lyophilized NAD (1000mg) Biofermented (5ml Vial) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,171.0,General Health,"peptides, research chemicals, general health, nad, 1000mg, 5mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,60,Vial,General Health,90
,simple,YPB-GH-013,NAD (500mg),1,0,visible,Premium lyophilized NAD (500mg) for advanced general health research applications.,Premium lyophilized NAD (500mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, nad, 500mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,61,Vial,General Health,90
,simple,YPB-GH-014,PNC-27 (10mg),1,0,visible,Premium lyophilized PNC-27 (10mg) for advanced general health research applications.,Premium lyophilized PNC-27 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, pnc-27, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,62,Vial,General Health,90
,simple,YPB-GH-015,Thymalin (10mg),1,0,visible,Premium lyophilized Thymalin (10mg) for advanced general health research applications.,Premium lyophilized Thymalin (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,63,Vial,General Health,90
,simple,YPB-GH-016,Vilon (20mg),1,0,visible,Premium lyophilized Vilon (20mg) for advanced general health research applications.,Premium lyophilized Vilon (20mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,123.5,General Health,"peptides, research chemicals, general health, 20mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,64,Vial,General Health,90
,simple,YPB-GH-017,Khavinson Peptides Set,1,0,visible,Premium lyophilized Khavinson Peptides Set for advanced general health research applications.,Premium lyophilized Khavinson Peptides Set for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,65,Vial,General Health,90
,simple,YPB-GH-018,SS-31 (10mg),1,0,visible,Premium lyophilized SS-31 (10mg) for advanced general health research applications.,Premium lyophilized SS-31 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, ss-31, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,66,Vial,General Health,90
,simple,YPB-GH-019,SNAP-8 (10mg),1,0,visible,Premium lyophilized SNAP-8 (10mg) for advanced general health research applications.,Premium lyophilized SNAP-8 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.,,,taxable,,1,100,5,0,1,,,,,0,For research use only. Not for human consumption. Must be 18+ and qualified researcher to purchase.,,95,General Health,"peptides, research chemicals, general health, snap-8, 10mg, wellness research, cellular health, longevity studies, metabolic health, injectable peptides, lyophilized, reconstitution required",,,,,,,,,,,67,Vial,General Health,90
